region,disasterNumber,sandyDisaster,disasterType,incidentType,declarationDate,stateAbbreviation,state,county,applicantName,pnpStatus,damageCategoryCode,federalShareObligated,dateObligated,pwNumber,projectTitle,versionNumber,id
6,4485,0,DR,Biological,2020-03-25T00:00:00.000Z,TX,Texas,Tarrant,BIRDVILLE INDEPENDENT SCHOOL,0,B - Protective Measures,102092.79,2023-11-07T18:57:12.000Z,1182,676780 - COVID Application 2,0,4989f4a7-78e8-4ae0-9e50-15e7c22fb579
5,4704,0,DR,Severe Storm,2023-04-15T00:00:00.000Z,IN,Indiana,Clinton,FRANKFORT,0,F - Public Utilities,211435.48,2023-11-09T17:35:42.000Z,79,726388 - Citywide Utility Restoration,0,5c047755-2a7e-4b97-a14e-71115b625b3c
5,4704,0,DR,Severe Storm,2023-04-15T00:00:00.000Z,IN,Indiana,Clinton,FRANKFORT,0,A - Debris Removal,82297.31,2023-11-09T17:36:07.000Z,80,726383 - City of Frankfort Debris Removal,0,a8f65258-559e-4135-b7fb-bf63271c0d94
5,4515,0,DR,Biological,2020-04-03T00:00:00.000Z,IN,Indiana,Marion,MARIAN COLLEGE,1,B - Protective Measures,-490136.24,2023-11-06T16:08:49.000Z,276,150588-Campus Preparation for Opening,1,ea3ff6e7-b307-4c1c-856c-b07ec478737e
6,4698,0,DR,Severe Storm,2023-04-02T00:00:00.000Z,AR,Arkansas,Pulaski,CAMMACK VILLAGE (CAMMACK),0,A - Debris Removal,1037.16,2023-11-08T18:50:48.000Z,103,"735847 - DR 4698 - Cammack, Village of - 75% Cost Share - ROW Debris",0,2bc66829-a9ad-45b0-be8b-0b42d8418d29
6,4698,0,DR,Severe Storm,2023-04-02T00:00:00.000Z,AR,Arkansas,Pulaski,SHERWOOD,0,B - Protective Measures,29272.69,2023-11-08T18:51:31.000Z,104,"723126 - DR 4698 - Sherwood, City of - 75% Cost Share - EPM",0,e90aeb4f-ef51-4e32-a1f4-47812a661976
6,4698,0,DR,Severe Storm,2023-04-02T00:00:00.000Z,AR,Arkansas,Pulaski,NORTH LITTLE ROCK WASTE WATER,0,F - Public Utilities,16581.75,2023-11-08T18:52:18.000Z,100,726939 - Pump Sation Building back to Pre disaster from temp,0,a1757fe3-3345-4eee-805f-7430b8920c72
7,4504,0,DR,Biological,2020-03-29T00:00:00.000Z,KS,Kansas,Sedgwick,USD 259 - WICHITA,0,Z - State Management,10091.73,2023-11-09T22:43:59.000Z,200,716133 -  Management Costs,0,a680e812-f91d-445c-94f6-ac5851c2678e
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Alameda,ALAMEDA CONTRA COSTA TRANSIT DISTRICT,0,B - Protective Measures,1048453.78,2023-11-06T19:43:04.000Z,2003,683043 - PPE/Disinfection Supplies/Physical Barriers/Test Kits for Safe Operations - 08/01/2020 through 07/01/2022,0,75926e3d-3c83-454f-8b6d-b58ee272038d
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Alameda,BERKELEY REPERTORY THEATRE,1,B - Protective Measures,29283.73,2023-11-11T00:02:15.000Z,3056,696773 - Audience Safety Measures,0,1848ad00-909b-4137-b0a0-f3d8d05b76d1
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Amador,AMADOR FIRE PROTECTION DISTRICT,0,Z - State Management,254.51,2023-11-09T02:13:53.000Z,702,728380 - Management Costs,0,f57053ef-25d7-40cc-97b9-bb6d0aad1254
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Calaveras,MARK TWAIN HEALTH CARE DISTRICT,0,G - Recreational or Other,3146.30,2023-11-09T02:17:44.000Z,356,714653 - Mark Twain Health Care Hospital Shed and Pathway Railing,0,40df76ba-3f6e-4a19-8c66-533e22b85856
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Contra Costa,ANTIOCH POLICE DEPT,0,A - Debris Removal,29763.75,2023-11-08T01:44:59.000Z,501,715814 - DR4683CA- Antioch City- Debris Removal at 100% Cost Share,0,bc95bc03-0da8-4511-a65b-9df3b55a81b1
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Contra Costa,IRONHOUSE SANITARY DISTRICT,0,Z - State Management,19033.35,2023-11-09T02:13:53.000Z,826,735870 - DR4683CA- Ironhouse Sanitary District- Management Costs,0,a69005d2-e695-4f1d-995a-a3667bfae385
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Contra Costa,CONTRA COSTA (COUNTY),0,B - Protective Measures,15814082.38,2023-11-06T19:39:09.000Z,1860,550487 - COVID-19 Testing - 2/27/2020 - 6/3/2021,0,9ce83c94-65fb-407d-b360-a226bb6bedab
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Contra Costa,JOHN SWETT UNIFIED SCHOOL DIST,0,B - Protective Measures,124582.67,2023-11-11T00:00:14.000Z,2163,682295 - Safe Opening and Operation 3/17/2020-5/10/2022,0,c9fcff6c-fc5d-4d21-915a-471d4abc3854
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Monterey,PACIFIC GROVE,0,A - Debris Removal,89472.30,2023-11-08T01:26:23.000Z,626,713093 - City Wide Debris Removal (100% Federal Cost Share),0,18db8c8c-6e5a-4344-bf72-a097290a0b9e
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Monterey,SALINAS,0,A - Debris Removal,91097.80,2023-11-08T01:42:30.000Z,757,714194 - City Wide Debris Removal - 100% Fed Share 60 Days,0,434d9a88-f825-498f-96db-c7c87e03af59
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Monterey,CARMEL-BY-THE-SEA (CORPORATE NAME FOR CARMEL),0,B - Protective Measures,8834.30,2023-11-08T01:46:15.000Z,170,713513 -  City Wide EMP (100% Federal Cost Share),0,da4ba23c-f8bc-4b93-aed0-2de4bb155207
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Monterey,PACIFIC GROVE,0,G - Recreational or Other,7334.87,2023-11-09T02:17:16.000Z,650,713426 - City wide - Recreational Pathway Repairs,0,a8ec1d1f-9bbd-47a1-855b-d987b5a4422d
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Monterey,SALINAS,0,G - Recreational or Other,11413.01,2023-11-09T02:20:06.000Z,369,722047 - Golf course sink hole,0,486f1340-bf3e-44fe-828c-d246ea41e036
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Monterey,MONTEREY ONE WATER,0,Z - State Management,3364.34,2023-11-09T02:13:54.000Z,779,720059 - Monterey One Water - Management Cost,0,c176689a-5324-41ac-8d25-c2e8824c5456
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Monterey,MONTEREY (COUNTY),0,G - Recreational or Other,5741.99,2023-11-09T02:22:08.000Z,419,721029 - Lake San Antonio (Signage),0,94a971ce-9266-46fb-b272-3409bba18035
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Monterey,MONTEREY (COUNTY),0,G - Recreational or Other,12704.43,2023-11-09T02:22:41.000Z,504,721028 - Lake Nacimiento Resort Marina (Signage),0,3a809911-b762-4d19-a84a-2a8dd11b203f
9,4699,0,DR,Severe Storm,2023-04-03T00:00:00.000Z,CA,California,Monterey,MONTEREY,0,A - Debris Removal,308877.00,2023-11-09T02:07:56.000Z,125,724701 - Debris Removal (City-Wide),0,d2fce29e-419f-4d92-906d-83bcbbdf3297
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Francisco,HEBREW HOME FOR AGED DISABLED,1,B - Protective Measures,1151045.00,2023-11-06T19:40:28.000Z,1481,663072 -  P8v2 - Medical Covid-19 Diagnostic Testing Expense (10/5/20-1/5/22),0,c9d08ded-a852-4dd2-899f-8454cdd84db6
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Francisco,HEBREW HOME FOR AGED DISABLED,1,B - Protective Measures,165958.24,2023-11-09T06:34:27.000Z,2088,681400 -  P15 - Medical Covid-19 Diagnostic Testing Expense (9/8/20-7/1/22),0,6abe2c00-8912-40af-9817-52430fae6f2d
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Francisco,HEBREW HOME FOR AGED DISABLED,1,B - Protective Measures,37920.03,2023-11-09T06:37:04.000Z,3080,"728071 - P27 - Medical PPE, part 4 (1/1/23-4/30/23)",0,15eb44f5-a11b-431c-b646-d27256e6db47
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Francisco,HEBREW HOME FOR AGED DISABLED,1,B - Protective Measures,174851.67,2023-11-09T06:37:43.000Z,3084,"723767 - P25 - Medical Facility Door Screeners FAL Overtime, part 2 (7/2/2022-5/11/2023)",0,c9d287f4-0ace-442d-8c56-d558f8bab0d7
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Francisco,HEBREW HOME FOR AGED DISABLED,1,B - Protective Measures,11263.10,2023-11-09T06:35:23.000Z,3058,"728076 - P28 - Medical Cleaning Supplies / Sanitation, part 4 (1/1/23-4/30/23) ",0,e3ebd0dd-d0e8-4b6a-beb7-4015c52c7e9e
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Francisco,HEBREW HOME FOR AGED DISABLED,1,B - Protective Measures,523988.52,2023-11-09T06:33:39.000Z,1550,"656739 - P2 - Medical Contract Labor (Medical Care, Se ",0,90589ee6-5ff5-4f74-b60f-e9adf1b81c6b
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,San Joaquin,"RECLAMATION DISTRICT #2074, SARGENT-BARNHART TRACT",0,A - Debris Removal,7625.00,2023-11-08T01:31:26.000Z,159,"716495 - SBT - Debris Removal (Fourteen Mile Slough Levee, San Joaquin River Levee, Calaveras River Levee & Buckley Cove Levee).",0,30beb539-c581-4e06-b55f-9baf864c5606
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,San Joaquin,MOKELUMNE RURAL FIRE DISTRICT,0,Z - State Management,1789.24,2023-11-09T02:13:53.000Z,346,727479 - Mokelumne Fire District Management Cost,0,f7980a9a-7a96-423e-a144-598748139550
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Luis Obispo,SAN LUIS OBISPO (COUNTY),0,B - Protective Measures,462657.60,2023-11-08T18:13:06.000Z,1928,672693 - Public Health Laboratory COVID-19 Testing Analysis,0,42a6f7ae-75c3-4ad1-9fc8-c3aa374dc9bd
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Luis Obispo,PASO ROBLES (CORPORATE NAME EL PASO DE ROBLES),0,B - Protective Measures,19673.95,2023-11-11T00:02:55.000Z,2289,698716 - EOC Activation and Operation- Staff Overtime Costs,0,4d9e23b6-4ee9-4cae-a0e5-f81b280a2d18
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Luis Obispo,PASO ROBLES (CORPORATE NAME EL PASO DE ROBLES),0,B - Protective Measures,10015.91,2023-11-11T00:04:05.000Z,2589,693444 - Physical Barrier & Facility Safety Accommodations,0,8d296496-1f41-4051-a698-fb146223ee67
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Luis Obispo,PASO ROBLES (CORPORATE NAME EL PASO DE ROBLES),0,B - Protective Measures,43219.52,2023-11-11T00:03:33.000Z,2507,693402- Public Facilities Disinfection and Sanitization,0,e994dcc5-cbfa-4da0-869f-238dcdbe3efe
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Luis Obispo,PASO ROBLES (CORPORATE NAME EL PASO DE ROBLES),0,B - Protective Measures,9683.55,2023-11-11T00:04:40.000Z,2696,693341 - Safety & Medical Supplies,0,472a176e-02f4-48ff-b0fb-870bba55856a
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Santa Barbara,CALM,1,E - Public Buildings,6036.29,2023-11-08T01:37:01.000Z,411,715174 - Cat E Project-Calm Inc,0,959b3387-8c37-44d0-b286-61b9bcdeeaf5
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Santa Barbara,ISLA VISTA RECREATION & PARKS DISTRICT,0,Z - State Management,823.88,2023-11-09T02:13:53.000Z,756,715054 - Managment cost,0,7f88e9b9-db60-4b26-a582-d4ec95dd4f29
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Santa Barbara,COLD SPRING SCHOOL FOUNDATION,0,B - Protective Measures,47022.11,2023-11-11T00:00:50.000Z,2221,666228 - COVID-19 Protective Measures,0,9295447e-8b15-49fe-8e47-f457672ce2fa
7,4504,0,DR,Biological,2020-03-29T00:00:00.000Z,KS,Kansas,Shawnee,"STORMONT VAIL HEALTHCARE, INC",1,B - Protective Measures,841399.01,2023-11-09T22:42:44.000Z,170,693007 - COVID-19 Medication,0,32e0ea4b-c173-4224-b66b-bcdf34ad94a7
4,4358,0,DR,Flood,2018-04-12T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,-16094.95,2023-11-06T13:03:36.000Z,198,47417 - District 12 KYTC - 4358 - KY - KY 3227- 7 LOC -,1,12a741bf-772f-45c0-b012-034ca847a2df
4,4358,0,DR,Flood,2018-04-12T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,-105002.75,2023-11-06T13:04:51.000Z,200,45696 - District 11 - KYTC - Leslie - KY 2009,1,91b4c204-0319-4a46-a6e0-713dcd26536c
4,4358,0,DR,Flood,2018-04-12T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,-43783.82,2023-11-06T13:05:24.000Z,122,45851 - District 12 Johnson County wide Road B,1,b7c73a35-327e-498a-bf77-8f7277090117
4,4358,0,DR,Flood,2018-04-12T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,-106981.43,2023-11-06T13:05:49.000Z,195,45691 - District 11 - KYTC - Leslie - KY 2008,1,4e2a5740-d312-4e92-b370-a2bb3fa911c1
4,4358,0,DR,Flood,2018-04-12T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,-29113.56,2023-11-06T13:06:12.000Z,164,45628 - District 12 - Floyd County - North Road Damage,1,6fb72232-aa48-46fb-b799-3f14356a237c
4,4358,0,DR,Flood,2018-04-12T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,54516.00,2023-11-08T18:21:26.000Z,261,45184 - District 12 Road Damage Work Completed,1,5264db91-e60f-42ad-96a1-d343372dc709
4,4630,0,DR,Tornado,2021-12-12T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,Z - State Management,245696.05,2023-11-08T21:45:27.000Z,649,736162 - Cat Z Management Costs,0,0155a961-474d-46e0-bdb0-83c53f02b8fa
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Statewide,TAYLOR COUNTY RECC,0,Z - State Management,56204.07,2023-11-08T14:17:28.000Z,149,736039 - Management Costs,0,9f76ebcd-9828-4c94-81f8-90032334e929
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Statewide,BLUE GRASS ENERGY,1,F - Public Utilities,25804.13,2023-11-08T14:18:27.000Z,77,722576 - Power Distribution Bourbon County,0,3f387444-a611-4e30-a2d9-b6731b91fdd0
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,A - Debris Removal,54441.26,2023-11-08T14:20:48.000Z,100,725603 - KYTC - Marion County - State HWY Debris Removal/Disposal,0,7ed2d361-423a-432e-b4a9-20f7f039eb09
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,A - Debris Removal,28662.92,2023-11-08T14:20:48.000Z,90,725602 - KYTC - Larue County - State HWY Debris Removal/Disposal,0,b133acb2-d181-40fe-aec3-7a41400232ed
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,A - Debris Removal,83370.58,2023-11-08T14:20:48.000Z,94,725600 - KYTC - Hardin County - State HWY Debris Removal/Disposal,0,dfb513c2-adee-4f5e-9fdb-4145f291c7c3
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,A - Debris Removal,22463.11,2023-11-08T14:20:48.000Z,97,725604 - KYTC - Meade County - State HWY Debris Removal/Disposal,0,03303cf1-673a-4fad-84da-40ea6459918c
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,192001.69,2023-11-09T12:31:15.000Z,926,691144 - Harlan County - KY 2007 MP 2.61 & MP 2.72; and KY 215 MP 3.01,0,5bd7b55f-5d69-4048-b46f-4bbba42fcaa7
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,56594.09,2023-11-09T12:32:07.000Z,986,"691025 - Letcher County - KY 1862 MP 0.134, MP 4.027, MP 6.698, MP 7.915 and MP 8.038",0,781ec02e-ce5c-44d4-b817-66a135603351
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,62297.23,2023-11-09T12:33:16.000Z,1037,"690957 - Knott County - KY 1410 MP 1.248, MP 1.423, and MP 2.268",0,c8eb93ba-64bc-468e-8ab6-02494d90a285
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KENTUCKY EMERGENCY MANAGEMENT,0,B - Protective Measures,329400.00,2023-11-09T12:27:02.000Z,991,"697035 - App Cert- Dist 12 - 75% Cost Share - Emergency Temp Access Diversions - Pane Dr, Johns Farm Rd, Shady Grove, Bascum Mullins, Happy Hollow, Hurricane Ck",0,0da253e9-17ef-4a27-a691-a7f2406bd806
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,178917.07,2023-11-09T12:30:35.000Z,876,"687508 - Perry County - KY 267 MP 9.622, 9.706, 9.8, 10.1, and 10.154 - R&C",0,40528e0e-9723-49d9-a2b7-906a488e5f6b
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,9221.35,2023-11-09T12:30:35.000Z,882,714982 - Letcher County - KY 1862 MPs 5.754 and 6.342,0,7ba30bf5-b386-486d-b74a-bddcdefe74ad
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,528232.01,2023-11-09T12:30:35.000Z,566,690977 - Knott County KY 1410 MP 1.831 (Soil Nail) (Needs paving),0,687df8a5-29b3-4210-b191-356d638313a4
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,161019.63,2023-11-09T12:31:14.000Z,893,691143 - Harlan County - KY 987 MP 7.81,0,13e721ce-7bd0-4229-a7c4-122e3175e04b
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,177117.17,2023-11-09T12:31:15.000Z,910,"691021 - Letcher County - KY 1410 MP 0.449, MP 0.651, MP 0.946, MP 1.002, and MP 1.101 (R&C)",0,988c541c-f7dc-44c3-843e-e1162c37f28f
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,101773.10,2023-11-09T12:32:07.000Z,985,"691034 - Letcher County - KY 1148 MP 1.135, MP 1.750, MP 1.871, and MP 2.287 (R&C)",0,66696ca3-0cf7-4865-8117-33dd1a7fdef5
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,274248.63,2023-11-09T12:32:07.000Z,934,686515 - Perry County - CR 1713 - Bridge ID 097C001,0,1bf976f8-bd6b-40df-9083-84a438851609
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,4725.00,2023-11-09T12:32:37.000Z,1009,686353 - Letcher County - CR 1277 - Bridge ID 067C014,0,f1e2ef7f-69c8-44be-8fe0-0fd43debfd4f
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,8482.64,2023-11-09T12:32:37.000Z,1021,690952 - Knott County - KY 1091 MP 0.023 - Road Approach,0,219026df-5440-47c2-8fe0-d845cdc42966
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,257537.53,2023-11-09T12:32:37.000Z,999,"691018 - Letcher County - KY 1862 MP 0.298, MP 0.506, MP 3.235, MP 3.434, MP 3.599, MP 3.792, MP 4.794, MP 5.130, and MP 5.332 (R&C)",0,49849eeb-233c-4186-b5bf-354f1129a84f
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,55578.91,2023-11-09T12:33:16.000Z,1040,691140 - Harlan County - KY 522 MP 9.13,0,2b9e7961-30a1-4783-b386-4cdab4c77794
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Statewide,KY DEPARTMENT OF TRANSPORTATION,0,C - Roads and Bridges,8176.75,2023-11-09T12:33:16.000Z,1024,714981 - Letcher County - KY 343 MP 0.356 and MP 1.939,0,21dc46c4-69e5-4180-afee-30fdc1507c44
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Barren,BARREN (COUNTY),0,A - Debris Removal,169611.66,2023-11-08T14:19:47.000Z,91,728291 - County Wide Debris Removal,0,6688f631-a8e1-46a9-9589-7dc62d8d808d
4,4358,0,DR,Flood,2018-04-12T00:00:00.000Z,KY,Kentucky,Breathitt,BREATHITT (COUNTY),0,C - Roads and Bridges,-85141.45,2023-11-06T13:04:18.000Z,86,44201 - Road Damage Group 3,3,b6e1155a-d36f-490e-a414-1389b16f8df7
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Breathitt,BREATHITT (COUNTY),0,B - Protective Measures,82283.25,2023-11-09T12:36:45.000Z,482,703668 - Breathitt County Private Bridges Group F,0,8db628c7-ccef-4962-8123-cac8bd0c572d
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Breathitt,THE HAPPY CHURCH,1,E - Public Buildings,73727.12,2023-11-09T12:41:08.000Z,865,685527 - Clayhole Campus Doublewide Trailer,0,b5e7484d-495d-4793-ba44-024cb2686408
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Breathitt,BREATHITT COUNTY SCHOOLS,0,A - Debris Removal,58182.33,2023-11-09T12:36:03.000Z,1002,"687370 - Breathitt Co School, District-wide Debris Removal 100%",0,6aa8578f-e60f-4f48-bdc9-985d0168fe83
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Breathitt,BREATHITT COUNTY SCHOOLS,0,A - Debris Removal,34904.72,2023-11-09T12:36:03.000Z,1000,729370 - Debris Removal 75% Cost Share,0,8fa1ccd1-ba58-45cc-94b7-0c90bd08151e
4,4711,0,DR,Flood,2023-05-09T00:00:00.000Z,KY,Kentucky,Caldwell,CALDWELL COUNTY WATER DISTRICT,0,F - Public Utilities,27120.00,2023-11-09T12:11:14.000Z,20,732790 - Hopkinsville Road - Water,0,90251a7e-b3eb-4e50-b13a-d40c6a27bd74
4,4711,0,DR,Flood,2023-05-09T00:00:00.000Z,KY,Kentucky,Caldwell,CALDWELL COUNTY WATER DISTRICT,0,F - Public Utilities,27120.00,2023-11-09T12:11:38.000Z,25,732775 - Lamb Road - Water,0,bbe63879-b34d-4a46-8a0c-a3059fb35aab
4,4630,0,DR,Tornado,2021-12-12T00:00:00.000Z,KY,Kentucky,Caldwell,PRINCETON,0,C - Roads and Bridges,72798.86,2023-11-08T21:46:12.000Z,383,671609 - Culverts jurisdiction wide,1,fa1ac363-e580-4830-ab6e-bb81defc3465
4,4630,0,DR,Tornado,2021-12-12T00:00:00.000Z,KY,Kentucky,Caldwell,PRINCETON,0,C - Roads and Bridges,47131.09,2023-11-08T21:46:12.000Z,273,673163 - Ditch damages jurisdiction wide,1,65784143-92ab-402d-ad5d-7e2239b6ed49
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Stanislaus,STANISLAUS (COUNTY),0,B - Protective Measures,156780.25,2023-11-08T18:00:36.000Z,2496,"686273 - Stanislaus, County of Office of Emergency Services (October 2020 - June 2022)",0,40c850a5-5f35-4dae-b034-0b52ac99699e
8,4498,0,DR,Biological,2020-03-28T00:00:00.000Z,CO,Colorado,Statewide,COLORADO DEPARTMENT OF PUBLIC HEALTH - ENVIRONMENT,0,B - Protective Measures,523413.26,2023-11-08T21:15:18.000Z,73,187938 -General Expenditures for CDPHE COVID-19 Response,2,34021403-1c09-4324-8c09-f2fd4f0a98e3
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Fayette,APPALACHIAN REGIONAL HEALTHCARE INC,1,E - Public Buildings,181753.50,2023-11-09T12:42:33.000Z,771,696885 - Building Damage,0,af033e95-af0c-455e-a84e-75e36ea9ad3a
4,4630,0,DR,Tornado,2021-12-12T00:00:00.000Z,KY,Kentucky,Graves,YAHWEH BAPTIST CHURCH,1,E - Public Buildings,453376.69,2023-11-08T21:47:43.000Z,608,706810 - Yahweh Baptist Church (Building Only),0,87e18dbb-bba1-4adb-8583-afeef129c399
4,4630,0,DR,Tornado,2021-12-12T00:00:00.000Z,KY,Kentucky,Graves,MAYFIELD ELECTRIC & WATER SYST,0,B - Protective Measures,66152.26,2023-11-08T21:46:57.000Z,647,"688320 - Temporary Office Trailers - 90% - 12/10, 12/11 and 1/10 - Continuous - Donated Resource",0,cc5ede80-17eb-4593-81f4-168520941c27
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Knott,HINDMAN,0,F - Public Utilities,17071.91,2023-11-09T12:35:35.000Z,1038,691491 - Holly Hills Pumps Station,0,76b5143e-3b5d-4fde-8bf4-da24211ffb2b
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Knott,KNOTT COUNTY WATER AND SEWER DISTRICT,0,B - Protective Measures,347434.49,2023-11-09T12:39:32.000Z,1054,707421 - Emergency Protective Measures & Emergency Repairs 75% Reimbursable (8/27/22 & beyond),0,a210b276-73b4-405c-8edc-51864d4b74b8
